"text","created_at","sourcetweet_type"
"Can we take the #OscarsSoWhite hashtag and ramp it up a notch for 2020. #OscarsHellaWhite ?","2020-01-13T15:49:02.000Z",NA
"RT @ReignOfApril: Welp. #OscarsSoWhite https://t.co/2fi8EthfbB","2020-01-13T14:53:22.000Z","retweeted"
"RT @svershbow: The Academy thinks they can diversify the nomination announcers and we’ll forget about #OscarsSoWhite https://t.co/GF7x8lqP1T","2020-01-14T12:10:49.000Z","retweeted"
"RT @thekareem: Lupita Nyong'o
Jennifer Lopez
Awkwafina

I saw more conversations about how good these 3 performances were than all of the O…","2020-01-13T16:35:07.000Z","retweeted"
"@bombshellmovie se lleva Mejor Maquillaje y Peinado .
.
. .
.

#oscars2020 #TheOscars #academyawards #oscars #oscars2020 #oscarssowhite #oscarsredcarpet #oscarsunday #oscarsnight #oscarsparty #oscarseason #oscarsfashion #oscarsawards #oscarsafterparty #l… https://t.co/WJVcTq0TW4 https://t.co/zHOdQKbLrP","2020-02-10T03:43:23.000Z",NA
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-10T06:10:49.000Z","retweeted"
"My thoughts summed up. #OscarsSoWhite 

What a farce. https://t.co/5mMdFFNm0Q","2020-01-13T15:13:34.000Z","quoted"
"RT @ColorOfChange: One day, the nominees and winners of @TheAcademy will look like that choir: Black, Brown, Asian, visibly disabled. One d…","2020-02-10T02:08:14.000Z","retweeted"
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-11T20:51:35.000Z","retweeted"
"RT @ReignOfApril: Welp. #OscarsSoWhite","2020-01-13T23:32:13.000Z","retweeted"
"RT @SholaMos1: 'Indifference' is a subtle undermining pervasive behaviour which stems from a culture of racism. It's why @BBC can mistake o…","2020-02-04T22:55:43.000Z","retweeted"
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-10T22:02:32.000Z","retweeted"
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-11T01:25:29.000Z","retweeted"
"RT @JoeSangWeid: Audience reaction cutaways from #Eminem is not helping the #OscarsSoWhite narrative.","2020-02-10T02:33:35.000Z","retweeted"
"RT @mashable: Janelle Monae shouted out #OscarsSoWhite in her Academy Awards opening number https://t.co/Fk0fRnqN2s","2020-02-10T04:02:22.000Z","retweeted"
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-10T13:48:59.000Z","retweeted"
"RT @ScottieBeam: So... are we back to #OscarsSoWhite?

Because....","2020-01-13T14:22:59.000Z","retweeted"
"RT @ReignOfApril: Interesting that you would have a pic of Regina King and Letitia Wright here, considering no women of color were nominate…","2020-01-07T12:44:23.000Z","retweeted"
"RT @Only4RM: @ReignOfApril This is also the mentality behind the recent reboot fever in TV and film. And it's no coincidence that the new a…","2020-01-14T06:14:02.000Z","retweeted"
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-11T04:58:26.000Z","retweeted"
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-11T02:58:12.000Z","retweeted"
"RT @mathewrodriguez: One Black acting nominee ... despite a plethora of chances to reward so many amazing performances from Black, Latinx a…","2020-01-13T19:40:00.000Z","retweeted"
"The #Oscars don’t mean anything anymore. #OscarsSoWhite","2020-01-14T15:32:02.000Z",NA
"RT @cheryleehouston: #Disabled #actors got together to look at #representation #Diversity #BAFTA2020 #BAFTA #CrippingUp #BAFTASSoWhite #Osc…","2020-02-02T21:10:46.000Z","retweeted"
"RT @AltThesis: Oscar nominations coming? Can the Academy please elect enough black folk so those fraud ass #OscarsSoWhite fools won't flood…","2020-01-13T12:20:16.000Z","retweeted"
"RT @ReignOfApril: #OscarsSoWhite","2020-01-13T16:54:43.000Z","retweeted"
"RT @MalIsHipHop: I didn't think I'd say this but this was a really great #Oscars. Congrats to #Parasite #HairLove  especially and shouts to…","2020-02-10T19:37:04.000Z","retweeted"
"RT @anohana: これ、こういう切り取り方をすると背景を知らない人が「行き過ぎたポリコレ」って印象を持っちゃうのでまずいなあ。#OscarsSoWhite 問題って別に「人種にまんべんなく賞を与えろ」っていうんじゃなくて、「クオリティで勝負させて(今は勝負の機会が与えら…","2020-01-18T21:19:32.000Z","retweeted"
"RT @dw_brasil: Homens brancos têm mais chance de levar uma estatueta. Entre os indicados, apenas 30% são mulheres, e não há negros nas cate…","2020-02-07T23:00:12.000Z","retweeted"
"RT @mathewrodriguez: One Black acting nominee ... despite a plethora of chances to reward so many amazing performances from Black, Latinx a…","2020-01-13T16:35:48.000Z","retweeted"
"@DemResistance @davidhogg111 Loopy logic. Emotions nothings. But pretty much anything ep.7 is the better film than ep.4 as this fuzzy logic place no value at all on sense so you have a elephant artist = to an artist who has been studying under masters, as Greta require a Novel Prize #OscarsSoWhite all That.","2020-02-04T06:32:31.000Z",NA
"I think we have seen Bob Iger more than Brad Pitt so far #Oscar2020 #OscarsSoWhite","2020-02-10T03:09:49.000Z",NA
"RT @ABC: The #OscarsSoWhite movement gained a renewed sense of urgency this year, with the Academy facing backlash for a nearly all-white s…","2020-02-07T07:37:49.000Z","retweeted"
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-10T20:05:00.000Z","retweeted"
"RT @RussellHFilm: Eddie Murphy already knew how today would go #OscarNoms #OscarsSoWhite https://t.co/p8TKiNs4TB","2020-01-13T14:53:02.000Z","retweeted"
"Not to take away from the glory,  but I can't help but think that while #ParasiteBestPicture probably deserved to sweep #OscarsSoWhite the fact is that POC's and women are still underrepresented at #Oscars.","2020-02-10T16:35:55.000Z",NA
"Love Janelle putting more people of color in this performance than in the entire list of nominees this year. Granted that wasn't hard. #Oscars #OscarsSoWhite","2020-02-10T01:05:18.000Z",NA
"@askjillian Not much. I've boycotted the past 3 years due to #OscarsSoWhite. Same thing this year,I heard.","2020-02-10T13:50:40.000Z",NA
"RT @jezzzini: ya cualquier esfuerzo de 'diversificación' es inútil. el backlash #OscarsSoWhite se volvió tradición. urge otro organismo, ot…","2020-01-13T19:56:15.000Z","retweeted"
"#OscarsSoWhite Held Up a Mirror. Hollywood Still Can’t Look Away. - The New York Times https://t.co/9OJ5NDbIxb #Oscars https://t.co/4AGk915ltL","2020-02-07T06:30:16.000Z",NA
"RT @thebalkabaa: I'm furious.

No Jennifer Lopez, no Zhao Shuzhen, no Song Kang-ho, no Dolemite Is My Name is costume design?

This is #Osc…","2020-01-13T16:01:38.000Z","retweeted"
"RT @BritniDWrites: Now that Cory Booker is out of the Dem race, Andrew Yang (I think) is the only PoC left. 

I'm looking for a smart pitch…","2020-01-15T01:17:39.000Z","retweeted"
"RT @moyazb: Digital Activist of the Day @ReignOfApril created the hashtag #OscarsSoWhite to talk about the fact that almost all of the nomi…","2020-03-19T01:06:17.000Z","retweeted"
"RT @SholaMos1: 'Indifference' is a subtle undermining pervasive behaviour which stems from a culture of racism. It's why @BBC can mistake o…","2020-02-05T13:42:05.000Z","retweeted"
"The Best Director #Oscars goes to Bong Joon Ho for @ParasiteMovie!!! He is only the second man of Asian descent to win this award. The first is Ang Lee, for Brokeback Mountain and Life of Pi. 

#TellBlackStories #OscarsSoWhite https://t.co/XpVp1E4TJA","2020-02-10T03:54:52.000Z",NA
"RT @ScottieBeam: So... are we back to #OscarsSoWhite?

Because....","2020-01-14T00:41:37.000Z","retweeted"
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-10T17:33:49.000Z","retweeted"
"RT @ColorOfChange: In its 92 year history, just 8 Black women have won Best Supporting Actress #Oscars:  

Hattie McDaniel, 1940
Whoopi Gol…","2020-02-10T03:46:12.000Z","retweeted"
"#OscarsSoWhite is getting deservedly roasted from the jump.","2020-02-10T01:11:08.000Z",NA
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-10T21:57:02.000Z","retweeted"
"#JLoWasRobbed #OscarsSoWhite #Oscarsnubs #OscarsNom https://t.co/NgXZdU7Qlz","2020-01-13T17:16:42.000Z","quoted"
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-10T19:18:08.000Z","retweeted"
"RT @BiatchPack: Gosh, I am so so honored. Thank you, @dia_CRITICS 

#OscarsSoWhite #OscarsStillSoWhite #Oscars2020
#NewHollywood #BetterHol…","2020-01-16T08:00:08.000Z","retweeted"
"@IssaRae announcing all of the Best Directing nominees

Her: Congratulations to all of those men.

Love her! Also only ONE POC for acting noms? You know what I’m about to write...#OscarsSoWhite #OscarsSoWhiteYetAgain 
Protect your tribe, vanilla variety, protect your tribe...smh","2020-01-13T13:51:54.000Z",NA
"RT @ReignOfApril: This may be the most honest thing you read from a white person in the film industry this week. Understand that Glen is a…","2020-01-14T04:36:46.000Z","retweeted"
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-10T03:29:52.000Z","retweeted"
"RT @IamGMJohnson: The Oscars said f*** y’all social rants. 

We are nominating every white we got. Spicy white, old white, off white, eggsh…","2020-01-13T17:12:47.000Z","retweeted"
"RT @IamGMJohnson: The Oscars said f*** y’all social rants. 

We are nominating every white we got. Spicy white, old white, off white, eggsh…","2020-01-13T15:58:05.000Z","retweeted"
"RT @satyug20201: #Oscar2020 is not important  
What is important must see.
#Oscars2020
#OscarsSoWhite
https://t.co/goZVKczlBv","2020-02-10T16:57:09.000Z","retweeted"
"RT @ReignOfApril: This may be the most honest thing you read from a white person in the film industry this week. Understand that Glen is a…","2020-01-14T15:48:38.000Z","retweeted"
"RT @KristyPuchko: #OscarsSoWhite the Lupita snub is predictable because of the academy’s well documented bias against horror movies. Still…","2020-01-13T14:22:19.000Z","retweeted"
"With 11 nominations, I am confident that Joker will soon receive a backlash #OscarNoms #Oscars #OscarsSoWhite #Oscars2020","2020-01-13T18:57:47.000Z",NA
"RT @SherriWrites: #OscarsSoWhite creator @ReignOfApril joined 2x Oscar winner and @AU_SOC professor @ghostdawg1 to discuss the Oscars and t…","2020-02-13T03:08:24.000Z","retweeted"
"RT @mathewrodriguez: One Black acting nominee ... despite a plethora of chances to reward so many amazing performances from Black, Latinx a…","2020-01-13T15:37:34.000Z","retweeted"
"RT @SusanMarie_NY: Renee Zellweger!!!! WUT? Ugh. She does not deserve this. Sick. #OscarsSoWhite #bestactress https://t.co/N2WpuExwML","2020-02-10T19:32:20.000Z","retweeted"
"RT @ReignOfApril: This may be the most honest thing you read from a white person in the film industry this week. Understand that Glen is a…","2020-01-14T17:17:06.000Z","retweeted"
"RT @rashadrobinson: Presented without comment:
In 2017: 18 Black nominees  
In 2018: 13 Black nominees
In 2019: 15 Black nominees
In 2020:…","2020-02-10T03:43:56.000Z","retweeted"
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-10T02:24:27.000Z","retweeted"
"RT @Hemqu82: #OscarsSoMale 이거군 #OscarsSoWhite 두개 다써야돼","2020-01-13T14:34:15.000Z","retweeted"
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-10T15:47:08.000Z","retweeted"
"RT @mathewrodriguez: One Black acting nominee ... despite a plethora of chances to reward so many amazing performances from Black, Latinx a…","2020-01-13T14:04:31.000Z","retweeted"
"RT @IamGMJohnson: The Oscars said f*** y’all social rants. 

We are nominating every white we got. Spicy white, old white, off white, eggsh…","2020-01-13T22:47:54.000Z","retweeted"
"RT @ReignOfApril: This may be the most honest thing you read from a white person in the film industry this week. Understand that Glen is a…","2020-01-14T05:22:29.000Z","retweeted"
"RT @BritniDWrites: Now that Cory Booker is out of the Dem race, Andrew Yang (I think) is the only PoC left. 

I'm looking for a smart pitch…","2020-01-14T04:46:48.000Z","retweeted"
"RT @JChanKraushar: When the woman who created the hashtag really really knows what she's talking about. #OscarsSoWhite 
@ReignOfApril","2020-02-07T20:04:25.000Z","retweeted"
"RT @KristyPuchko: #OscarsSoWhite the Lupita snub is predictable because of the academy’s well documented bias against horror movies. Still…","2020-01-13T14:28:57.000Z","retweeted"
"RT @LDCLatino: ICYMI:  Latinos are sorely underrepresented in Hollywood. L.A. Mayor Garcetti has a jobs plan to help ⚡️  Meet @lacollaborg…","2020-01-16T20:04:01.000Z","retweeted"
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-10T07:03:19.000Z","retweeted"
"RT @SholaMos1: 'Indifference' is a subtle undermining pervasive behaviour which stems from a culture of racism. It's why @BBC can mistake o…","2020-02-04T20:23:29.000Z","retweeted"
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-10T20:20:23.000Z","retweeted"
"RT @bodycourage: Hattie McDaniel’s speech still brings tears to my eyes. She wasn’t allowed in the #oscars ceremony space because she was b…","2020-02-10T13:05:20.000Z","retweeted"
"RT @RussellHFilm: Eddie Murphy already knew how today would go #OscarNoms #OscarsSoWhite https://t.co/p8TKiNs4TB","2020-01-16T12:51:40.000Z","retweeted"
"RT @ColorOfChange: The Best Documentary Feature goes to American Factory, from @BarackObama and @MichelleObama's production company, Higher…","2020-02-10T02:23:44.000Z","retweeted"
"RT @AcademicStandUp: 🚨SUN Feb 9 (7-8:30pm) @caveatnyc

Peep this stunning, intelligent, hilarious cast of performers celebrating #BlackExce…","2020-02-04T20:22:09.000Z","retweeted"
"RT @ReignOfApril: This is what I’m talking about when we discuss whether the Oscars are still relevant. If Academy members aren’t required…","2020-02-02T05:31:04.000Z","retweeted"
